statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-10;Diseases of the skin and subcutaneous tissue;46;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT020B25;20 to under 25 years;TODUR1;Causes of death;TDU-052;Mental a.behav. dis. due to oth. psychoactive sub.;.;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-02116;Malig. neopl. of corpus uteri,uterus, part unspec.;629;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-083;Chronic lower respiratory diseases;4527;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT055B60;55 to under 60 years;TODUR1;Causes of death;TDU-076;Diseases of arteries, arterioles and capillaries;262;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-13;Pregnancy, childbirth and the puerperium;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;TDU-041;Diabetes mellitus;.;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;TDU-161;Sudden infant death syndrome;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-012;Meningococcal infection;3;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;TDU-02115;Malignant neoplasms of cervix uteri;149;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT035B40;35 to under 40 years;TODUR1;Causes of death;TDU-161;Sudden infant death syndrome;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT000;under 1 year;TODUR1;Causes of death;TDU-02102;Malignant neoplasms of oesophagus;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-061;Meningitis;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-02119;Malignant neoplasms of kidney, except renal pelvis;259;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT045B50;45 to under 50 years;TODUR1;Causes of death;TDU-014;HIV disease;5;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-152;Congenital malformations of the circulatory system;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT075B80;75 to under 80 years;TODUR1;Causes of death;TDU-174;Event of undetermined intent;72;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT055B60;55 to under 60 years;TODUR1;Causes of death;TDU-022;Benign neoplasms;14;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-02122;Leukaemia;1047;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-02103;Malignant neoplasms of stomach;514;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-08;Diseases of the respiratory system;2383;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT050B55;50 to under 55 years;TODUR1;Causes of death;TDU-041;Diabetes mellitus;252;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-082;Pneumonia;3590;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT045B50;45 to under 50 years;TODUR1;Causes of death;TDU-05;Mental and behavioural disorders;80;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;TDU-02117;Malignant neoplasms of ovary;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT050B55;50 to under 55 years;TODUR1;Causes of death;TDU-02121;Malig. neopl.of lymphoid,haematopoietic,rel.tissue;213;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT020B25;20 to under 25 years;TODUR1;Causes of death;TDU-19;COVID-19, virus not detected;.;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-074;Other diseases of endocardium;1549;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT050B55;50 to under 55 years;TODUR1;Causes of death;TDU-092;Diseases of liver;371;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;;Total;34514;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT075B80;75 to under 80 years;TODUR1;Causes of death;TDU-083;Chronic lower respiratory diseases;3133;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-10;Diseases of the skin and subcutaneous tissue;161;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT020B25;20 to under 25 years;TODUR1;Causes of death;TDU-09201;Alcohol. liver dis.,chr. hepatitis,fibrosis,cirrh.;.;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-05;Mental and behavioural disorders;1054;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-10;Diseases of the skin and subcutaneous tissue;38;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;TDU-02107;Malig. neoplasms of liver, intrahepatic bile ducts;999;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-13;Pregnancy, childbirth and the puerperium;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-02106;Malignant neoplasms of liver, bile ducts, pancreas;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT055B60;55 to under 60 years;TODUR1;Causes of death;TDU-071;Hypertensive diseases;119;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;TDU-02119;Malignant neoplasms of kidney, except renal pelvis;3;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT030B35;30 to under 35 years;TODUR1;Causes of death;TDU-082;Pneumonia;8;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT025B30;25 to under 30 years;TODUR1;Causes of death;TDU-03;Diseases of the blood and blood-forming organs;5;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-012;Meningococcal infection;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-02111;Melanoma and other malignant neoplasms of skin;86;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT025B30;25 to under 30 years;TODUR1;Causes of death;TDU-091;Gastric, duodenal, peptic, gastrojejunal ulcer;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-052;Mental a.behav. dis. due to oth. psychoactive sub.;25;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-072;Ischaemic heart diseases;9739;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-19;COVID-19, virus not detected;3;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-12;Diseases of the genitourinary system;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT075B80;75 to under 80 years;TODUR1;Causes of death;TDU-121;Disorders of kidney;795;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT000;under 1 year;TODUR1;Causes of death;TDU-02101;Malignant neoplasms of lip, oral cavity, pharynx;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-012;Meningococcal infection;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-02115;Malignant neoplasms of cervix uteri;170;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;TDU-02116;Malig. neopl. of corpus uteri,uterus, part unspec.;377;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT085UM;85 years and over;TODUR1;Causes of death;TDU-084;Asthma;259;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT035B40;35 to under 40 years;TODUR1;Causes of death;TDU-072;Ischaemic heart diseases;110;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT045B50;45 to under 50 years;TODUR1;Causes of death;TDU-07;Diseases of the circulatory system;390;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-152;Congenital malformations of the circulatory system;7;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;TDU-07501;Stroke, not specified as haemorrhage or infarction;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-10;Diseases of the skin and subcutaneous tissue;3;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-011;Tuberculosis, including its sequelae;5;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT035B40;35 to under 40 years;TODUR1;Causes of death;TDU-162;Other ill-defined and unknown causes of mortality;143;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;TDU-111;Chronic polyarthritis and arthrosis;62;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-161;Sudden infant death syndrome;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT001B15;1 to under 15 years;TODUR1;Causes of death;;Total;708;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALTNN;age unknown;TODUR1;Causes of death;TDU-151;Congenital malformations of the nervous system;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT025B30;25 to under 30 years;TODUR1;Causes of death;TDU-092;Diseases of liver;22;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT000;under 1 year;TODUR1;Causes of death;;Total;1283;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-09;Diseases of the digestive system;1625;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT045B50;45 to under 50 years;TODUR1;Causes of death;TDU-06;Diseases of the nervous system and sensory organs;133;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-02104;Malignant neoplasms of colon;633;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT030B35;30 to under 35 years;TODUR1;Causes of death;TDU-02106;Malignant neoplasms of liver, bile ducts, pancreas;16;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-073;Other forms of heart disease;7740;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT030B35;30 to under 35 years;TODUR1;Causes of death;TDU-081;Influenza;-;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT025B30;25 to under 30 years;TODUR1;Causes of death;TDU-07201;Acute or subsequent myocardial infarction;3;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT045B50;45 to under 50 years;TODUR1;Causes of death;TDU-10;Diseases of the skin and subcutaneous tissue;5;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT080B85;80 to under 85 years;TODUR1;Causes of death;TDU-11;Diseases of musculoskeletal sys. a. connec. tissue;572;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT065B70;65 to under 70 years;TODUR1;Causes of death;TDU-04;Endocrine, nutritional and metabolic diseases;1440;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2022;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT075B80;75 to under 80 years;TODUR1;Causes of death;TDU-084;Asthma;41;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT060B65;60 to under 65 years;TODUR1;Causes of death;TDU-02118;Malignant neoplasms of prostate;585;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT027;Age groups (under 1- 85 years and over, not known);ALT070B75;70 to under 75 years;TODUR1;Causes of death;TDU-02108;Malignant neoplasms of pancreas;1157;number;BEV002;Deaths
23211;Causes of death statistics;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT027;Age groups (under 1- 85 years and over, not known);ALT040B45;40 to under 45 years;TODUR1;Causes of death;TDU-013;Viral hepatitis;11;number;BEV002;Deaths
